#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
 126300      6.19e-02    5.95e-02      1.15e-03    1.47e-04      4.36e-02    4.49e-02    7.5e-07
 126400      5.99e-02    6.88e-02      2.96e-04    7.71e-05      4.51e-02    5.20e-02    7.5e-07
 126500      5.88e-02    6.12e-02      1.41e-03    1.18e-03      3.93e-02    4.29e-02    7.5e-07
 126600      6.11e-02    7.12e-02      2.89e-04    2.66e-04      4.60e-02    5.37e-02    7.5e-07
 126700      5.93e-02    6.46e-02      4.85e-04    1.19e-03      4.42e-02    4.56e-02    7.5e-07
 126800      6.64e-02    6.88e-02      4.17e-04    2.50e-04      4.98e-02    5.19e-02    7.5e-07
 126900      6.96e-02    6.18e-02      1.20e-03    1.07e-04      4.95e-02    4.67e-02    7.5e-07
 127000      7.30e-02    7.00e-02      1.56e-03    8.58e-04      5.01e-02    5.14e-02    7.5e-07
 127100      6.40e-02    6.68e-02      5.25e-04    9.02e-04      4.77e-02    4.87e-02    7.5e-07
 127200      6.00e-02    6.78e-02      5.99e-04    9.54e-04      4.45e-02    4.93e-02    7.5e-07
 127300      6.07e-02    6.25e-02      5.98e-04    1.20e-03      4.50e-02    4.38e-02    7.5e-07
 127400      6.72e-02    7.94e-02      1.68e-03    1.44e-03      4.43e-02    5.61e-02    7.5e-07
 127500      7.00e-02    6.50e-02      1.53e-04    6.23e-04      5.29e-02    4.83e-02    7.5e-07
 127600      7.30e-02    7.31e-02      3.55e-04    1.05e-03      5.50e-02    5.30e-02    7.5e-07
 127700      6.41e-02    6.49e-02      1.37e-04    4.41e-04      4.84e-02    4.86e-02    7.5e-07
 127800      7.02e-02    7.04e-02      2.62e-04    4.32e-04      5.29e-02    5.28e-02    7.5e-07
 127900      5.53e-02    6.38e-02      2.68e-04    6.84e-04      4.16e-02    4.71e-02    7.5e-07
 128000      6.61e-02    7.45e-02      2.21e-04    1.30e-03      4.99e-02    5.30e-02    7.5e-07
 128100      6.80e-02    7.05e-02      3.37e-04    1.21e-04      5.12e-02    5.33e-02    7.5e-07
 128200      6.91e-02    6.54e-02      1.01e-04    5.29e-04      5.22e-02    4.88e-02    7.5e-07
 128300      6.90e-02    8.33e-02      3.05e-04    8.20e-04      5.20e-02    6.18e-02    7.5e-07
 128400      6.41e-02    7.15e-02      7.12e-04    1.33e-03      4.73e-02    5.03e-02    7.5e-07
 128500      6.16e-02    5.99e-02      4.89e-04    5.68e-05      4.60e-02    4.53e-02    7.5e-07
 128600      7.40e-02    7.18e-02      7.81e-04    6.85e-04      5.47e-02    5.34e-02    7.5e-07
 128700      6.28e-02    5.81e-02      3.94e-04    5.55e-04      4.71e-02    4.31e-02    7.5e-07
 128800      6.77e-02    6.73e-02      7.50e-04    9.26e-04      5.00e-02    4.90e-02    7.5e-07
 128900      6.52e-02    6.26e-02      2.50e-04    3.26e-04      4.92e-02    4.71e-02    7.5e-07
 129000      6.10e-02    6.72e-02      5.94e-04    7.78e-04      4.53e-02    4.95e-02    7.5e-07
 129100      6.23e-02    6.35e-02      1.08e-03    3.39e-04      4.43e-02    4.78e-02    7.5e-07
 129200      6.27e-02    7.21e-02      5.48e-04    8.62e-04      4.67e-02    5.30e-02    7.5e-07
 129300      5.96e-02    6.32e-02      1.83e-04    1.10e-04      4.50e-02    4.77e-02    7.5e-07
 129400      8.39e-02    7.81e-02      2.75e-04    5.79e-04      6.33e-02    5.84e-02    7.5e-07
 129500      6.63e-02    5.95e-02      5.53e-04    9.14e-05      4.94e-02    4.49e-02    7.5e-07
 129600      6.35e-02    7.32e-02      8.97e-05    1.20e-03      4.80e-02    5.24e-02    7.5e-07
 129700      6.58e-02    6.40e-02      7.22e-04    2.58e-04      4.86e-02    4.83e-02    7.5e-07
 129800      5.90e-02    7.55e-02      7.02e-05    1.55e-03      4.46e-02    5.22e-02    7.5e-07
 129900      4.87e-02    6.03e-02      1.57e-04    5.61e-05      3.67e-02    4.56e-02    7.5e-07
 130000      6.30e-02    5.90e-02      3.11e-04    4.01e-05      5.02e-02    4.72e-02    5.6e-07
 130100      6.12e-02    6.09e-02      8.39e-04    2.58e-04      4.72e-02    4.86e-02    5.6e-07
 130200      7.02e-02    5.71e-02      6.39e-04    4.51e-04      5.53e-02    4.51e-02    5.6e-07
 130300      6.31e-02    5.77e-02      8.61e-05    3.98e-04      5.05e-02    4.58e-02    5.6e-07
 130400      6.49e-02    7.28e-02      2.70e-04    2.22e-04      5.18e-02    5.82e-02    5.6e-07
 130500      5.71e-02    5.54e-02      5.63e-04    8.69e-04      4.48e-02    4.22e-02    5.6e-07
 130600      6.22e-02    6.98e-02      2.86e-04    1.49e-03      4.95e-02    5.07e-02    5.6e-07
 130700      5.76e-02    6.21e-02      6.17e-04    1.67e-04      4.50e-02    4.96e-02    5.6e-07
 130800      6.49e-02    5.91e-02      4.38e-04    3.10e-04      5.15e-02    4.71e-02    5.6e-07
 130900      5.85e-02    6.02e-02      5.74e-04    2.39e-04      4.59e-02    4.80e-02    5.6e-07
 131000      6.23e-02    6.43e-02      5.43e-04    5.47e-04      4.91e-02    5.08e-02    5.6e-07
 131100      5.48e-02    5.94e-02      9.05e-05    2.02e-04      4.38e-02    4.75e-02    5.6e-07
 131200      6.28e-02    6.01e-02      1.81e-05    5.25e-04      5.02e-02    4.74e-02    5.6e-07
 131300      5.22e-02    7.87e-02      1.33e-04    2.21e-04      4.17e-02    6.29e-02    5.6e-07
 131400      6.41e-02    6.64e-02      1.12e-03    2.42e-06      4.82e-02    5.31e-02    5.6e-07
 131500      4.75e-02    6.41e-02      8.37e-04    2.27e-04      3.57e-02    5.12e-02    5.6e-07
 131600      6.37e-02    5.96e-02      5.21e-05    2.19e-04      5.10e-02    4.76e-02    5.6e-07
 131700      6.21e-02    6.95e-02      2.51e-05    1.78e-03      4.97e-02    4.81e-02    5.6e-07
 131800      6.28e-02    6.61e-02      1.77e-04    2.82e-04      5.01e-02    5.27e-02    5.6e-07
 131900      4.39e-02    5.47e-02      4.92e-04    6.92e-05      3.43e-02    4.38e-02    5.6e-07
 132000      6.98e-02    6.75e-02      3.83e-04    7.14e-04      5.56e-02    5.29e-02    5.6e-07
 132100      6.43e-02    6.11e-02      9.97e-04    9.52e-04      4.91e-02    4.65e-02    5.6e-07
 132200      5.66e-02    6.59e-02      6.65e-04    8.95e-04      4.41e-02    5.08e-02    5.6e-07
 132300      5.95e-02    4.43e-02      2.06e-04    1.04e-04      4.75e-02    3.54e-02    5.6e-07
 132400      5.77e-02    6.53e-02      3.66e-04    5.14e-04      4.58e-02    5.17e-02    5.6e-07
 132500      5.64e-02    7.53e-02      2.85e-04    1.40e-03      4.49e-02    5.61e-02    5.6e-07
 132600      5.76e-02    6.15e-02      6.80e-04    5.77e-04      4.48e-02    4.83e-02    5.6e-07
 132700      6.07e-02    6.60e-02      1.96e-04    8.15e-04      4.85e-02    5.12e-02    5.6e-07
 132800      6.67e-02    6.61e-02      2.52e-04    5.08e-04      5.33e-02    5.23e-02    5.6e-07
 132900      6.60e-02    6.98e-02      1.09e-03    1.15e-03      5.00e-02    5.29e-02    5.6e-07
 133000      5.58e-02    6.63e-02      2.55e-04    9.27e-05      4.44e-02    5.30e-02    5.6e-07
 133100      5.70e-02    5.83e-02      4.04e-04    4.84e-05      4.51e-02    4.66e-02    5.6e-07
 133200      5.77e-02    6.46e-02      7.40e-04    7.93e-04      4.47e-02    5.01e-02    5.6e-07
 133300      4.62e-02    6.24e-02      1.11e-04    1.02e-03      3.70e-02    4.73e-02    5.6e-07
 133400      6.06e-02    5.84e-02      4.17e-04    3.09e-04      4.80e-02    4.65e-02    5.6e-07
 133500      6.14e-02    4.96e-02      6.44e-04    6.85e-04      4.81e-02    3.82e-02    5.6e-07
 133600      6.30e-02    5.90e-02      4.00e-04    1.26e-04      5.01e-02    4.72e-02    5.6e-07
 133700      6.45e-02    4.22e-02      7.31e-04    9.20e-05      5.03e-02    3.37e-02    5.6e-07
 133800      6.47e-02    5.80e-02      4.54e-04    4.47e-05      5.13e-02    4.64e-02    5.6e-07
 133900      5.21e-02    6.56e-02      2.34e-04    3.05e-05      4.15e-02    5.25e-02    5.6e-07
 134000      5.84e-02    6.63e-02      3.11e-04    4.73e-04      4.65e-02    5.25e-02    5.6e-07
 134100      6.31e-02    5.72e-02      1.29e-03    2.33e-04      4.63e-02    4.56e-02    5.6e-07
 134200      6.09e-02    6.03e-02      2.75e-04    4.61e-04      4.85e-02    4.77e-02    5.6e-07
 134300      6.01e-02    6.45e-02      2.93e-04    6.51e-04      4.79e-02    5.06e-02    5.6e-07
 134400      5.95e-02    6.19e-02      2.59e-06    5.77e-04      4.76e-02    4.87e-02    5.6e-07
 134500      6.34e-02    6.03e-02      1.10e-07    4.09e-04      5.07e-02    4.78e-02    5.6e-07
 134600      6.48e-02    6.50e-02      5.15e-04    1.27e-03      5.12e-02    4.81e-02    5.6e-07
 134700      6.27e-02    6.01e-02      7.12e-04    8.28e-04      4.89e-02    4.63e-02    5.6e-07
 134800      6.52e-02    7.28e-02      2.10e-04    9.43e-04      5.20e-02    5.64e-02    5.6e-07
 134900      5.18e-02    6.70e-02      5.12e-04    1.17e-04      4.07e-02    5.35e-02    5.6e-07
 135000      5.37e-02    5.60e-02      1.35e-04    4.79e-04      4.50e-02    4.63e-02    4.2e-07
 135100      5.74e-02    7.38e-02      5.93e-05    1.30e-04      4.81e-02    6.19e-02    4.2e-07
 135200      5.21e-02    4.41e-02      3.90e-04    3.29e-04      4.32e-02    3.66e-02    4.2e-07
 135300      5.49e-02    6.41e-02      5.35e-04    9.12e-04      4.52e-02    5.16e-02    4.2e-07
 135400      5.58e-02    6.07e-02      5.00e-05    8.86e-04      4.68e-02    4.88e-02    4.2e-07
 135500      6.23e-02    6.37e-02      8.41e-04    6.85e-04      5.04e-02    5.22e-02    4.2e-07
 135600      6.22e-02    5.75e-02      6.77e-05    7.92e-05      5.22e-02    4.82e-02    4.2e-07
 135700      6.51e-02    6.26e-02      4.92e-04    8.11e-04      5.40e-02    5.08e-02    4.2e-07
 135800      6.40e-02    5.47e-02      1.06e-03    7.82e-04      5.08e-02    4.41e-02    4.2e-07
 135900      6.04e-02    6.01e-02      1.70e-04    4.23e-04      5.06e-02    4.99e-02    4.2e-07
 136000      6.02e-02    5.22e-02      3.51e-05    3.90e-04      5.05e-02    4.34e-02    4.2e-07
 136100      6.07e-02    4.52e-02      6.33e-04    3.88e-04      4.98e-02    3.74e-02    4.2e-07
 136200      6.17e-02    6.23e-02      2.83e-04    7.38e-04      5.15e-02    5.08e-02    4.2e-07
 136300      5.85e-02    5.95e-02      1.37e-04    3.94e-04      4.90e-02    4.95e-02    4.2e-07
 136400      4.21e-02    6.19e-02      2.02e-04    4.86e-04      3.52e-02    5.13e-02    4.2e-07
 136500      6.62e-02    5.94e-02      8.94e-04    1.12e-03      5.36e-02    4.63e-02    4.2e-07
 136600      4.35e-02    5.54e-02      3.12e-04    4.07e-04      3.62e-02    4.60e-02    4.2e-07
 136700      5.65e-02    6.14e-02      1.04e-03    8.79e-05      4.42e-02    5.15e-02    4.2e-07
 136800      4.80e-02    5.41e-02      4.88e-05    4.52e-04      4.02e-02    4.48e-02    4.2e-07
 136900      5.90e-02    5.11e-02      2.08e-06    1.28e-03      4.95e-02    3.74e-02    4.2e-07
 137000      6.35e-02    6.12e-02      2.86e-04    3.81e-04      5.31e-02    5.09e-02    4.2e-07
 137100      5.88e-02    6.13e-02      3.37e-04    2.21e-04      4.90e-02    5.13e-02    4.2e-07
 137200      6.46e-02    6.72e-02      4.62e-04    2.72e-04      5.36e-02    5.62e-02    4.2e-07
 137300      5.27e-02    5.94e-02      2.40e-04    1.93e-04      4.40e-02    4.97e-02    4.2e-07
 137400      6.01e-02    6.09e-02      1.40e-04    5.34e-05      5.03e-02    5.11e-02    4.2e-07
 137500      5.72e-02    5.10e-02      5.42e-04    8.05e-05      4.72e-02    4.27e-02    4.2e-07
 137600      5.66e-02    6.31e-02      8.26e-04    1.03e-03      4.55e-02    5.02e-02    4.2e-07
 137700      6.15e-02    5.58e-02      5.32e-04    1.78e-04      5.09e-02    4.67e-02    4.2e-07
 137800      6.35e-02    7.19e-02      1.59e-04    1.34e-03      5.32e-02    5.62e-02    4.2e-07
 137900      5.70e-02    5.36e-02      1.39e-05    4.39e-04      4.78e-02    4.44e-02    4.2e-07
 138000      6.42e-02    5.63e-02      5.40e-04    4.84e-04      5.31e-02    4.66e-02    4.2e-07
 138100      6.23e-02    6.86e-02      2.31e-04    1.26e-03      5.21e-02    5.37e-02    4.2e-07
 138200      5.82e-02    5.35e-02      4.05e-04    6.14e-04      4.83e-02    4.37e-02    4.2e-07
 138300      6.13e-02    6.04e-02      2.19e-04    5.79e-04      5.13e-02    4.97e-02    4.2e-07
 138400      5.38e-02    6.14e-02      1.17e-03    1.28e-03      4.08e-02    4.70e-02    4.2e-07
 138500      7.72e-02    5.56e-02      7.50e-04    7.89e-04      6.36e-02    4.48e-02    4.2e-07
 138600      5.97e-02    5.28e-02      2.42e-04    8.42e-04      4.99e-02    4.21e-02    4.2e-07
 138700      7.14e-02    7.53e-02      1.35e-03    1.03e-03      5.56e-02    6.08e-02    4.2e-07
 138800      6.12e-02    5.88e-02      1.60e-04    6.63e-04      5.12e-02    4.81e-02    4.2e-07
 138900      5.71e-02    5.70e-02      2.71e-04    1.03e-04      4.77e-02    4.77e-02    4.2e-07
 139000      5.84e-02    6.73e-02      1.04e-04    9.89e-04      4.90e-02    5.40e-02    4.2e-07
 139100      6.56e-02    6.68e-02      1.12e-03    1.04e-03      5.19e-02    5.33e-02    4.2e-07
 139200      5.66e-02    5.38e-02      1.02e-03    6.06e-06      4.44e-02    4.51e-02    4.2e-07
 139300      5.64e-02    5.64e-02      3.98e-04    2.64e-04      4.68e-02    4.71e-02    4.2e-07
 139400      6.33e-02    6.06e-02      1.23e-03    3.27e-04      4.91e-02    5.06e-02    4.2e-07
 139500      6.15e-02    6.09e-02      2.34e-04    7.61e-04      5.14e-02    4.96e-02    4.2e-07
 139600      5.33e-02    6.09e-02      3.92e-04    2.14e-04      4.43e-02    5.10e-02    4.2e-07
 139700      4.84e-02    5.34e-02      6.35e-05    2.74e-04      4.06e-02    4.46e-02    4.2e-07
 139800      6.12e-02    5.76e-02      6.48e-04    1.78e-04      5.02e-02    4.82e-02    4.2e-07
 139900      5.01e-02    6.06e-02      6.06e-04    8.68e-04      4.08e-02    4.88e-02    4.2e-07
 140000      5.28e-02    6.16e-02      4.33e-04    4.94e-04      4.55e-02    5.30e-02    3.2e-07
 140100      5.87e-02    6.01e-02      7.52e-04    1.39e-03      4.96e-02    4.67e-02    3.2e-07
 140200      6.22e-02    5.23e-02      6.67e-05    1.20e-04      5.42e-02    4.55e-02    3.2e-07
 140300      5.05e-02    6.33e-02      1.55e-04    6.50e-05      4.40e-02    5.52e-02    3.2e-07
 140400      5.31e-02    5.99e-02      2.77e-05    8.62e-04      4.63e-02    5.01e-02    3.2e-07
 140500      5.65e-02    5.25e-02      1.16e-03    5.86e-04      4.51e-02    4.47e-02    3.2e-07
 140600      5.74e-02    5.95e-02      4.10e-04    5.13e-04      4.96e-02    5.11e-02    3.2e-07
 140700      4.56e-02    5.76e-02      3.49e-05    9.47e-04      3.97e-02    4.76e-02    3.2e-07
 140800      5.51e-02    6.12e-02      4.99e-04    1.01e-03      4.73e-02    5.04e-02    3.2e-07
 140900      6.11e-02    5.30e-02      9.30e-04    3.49e-04      5.08e-02    4.58e-02    3.2e-07
 141000      5.56e-02    6.46e-02      5.02e-04    8.05e-04      4.77e-02    5.46e-02    3.2e-07
 141100      5.36e-02    6.28e-02      2.10e-04    1.55e-03      4.66e-02    4.79e-02    3.2e-07
 141200      5.83e-02    6.11e-02      1.07e-03    2.39e-04      4.74e-02    5.31e-02    3.2e-07
 141300      7.01e-02    5.78e-02      1.76e-03    3.88e-04      5.31e-02    4.99e-02    3.2e-07
 141400      5.60e-02    4.88e-02      5.43e-04    3.72e-04      4.79e-02    4.21e-02    3.2e-07
 141500      5.59e-02    5.33e-02      3.17e-05    9.63e-04      4.87e-02    4.34e-02    3.2e-07
 141600      5.42e-02    5.52e-02      3.20e-04    4.29e-04      4.69e-02    4.75e-02    3.2e-07
 141700      5.08e-02    5.72e-02      2.79e-05    6.48e-04      4.43e-02    4.86e-02    3.2e-07
 141800      5.49e-02    5.36e-02      2.40e-04    6.27e-04      4.77e-02    4.54e-02    3.2e-07
 141900      6.32e-02    5.76e-02      1.11e-03    7.78e-05      5.17e-02    5.02e-02    3.2e-07
 142000      5.58e-02    5.37e-02      2.58e-04    9.66e-05      4.85e-02    4.68e-02    3.2e-07
 142100      5.07e-02    5.32e-02      4.23e-04    3.84e-04      4.36e-02    4.59e-02    3.2e-07
 142200      6.16e-02    5.72e-02      1.14e-03    5.00e-04      5.00e-02    4.91e-02    3.2e-07
 142300      4.82e-02    5.83e-02      1.38e-04    9.35e-04      4.19e-02    4.83e-02    3.2e-07
 142400      5.48e-02    6.46e-02      3.02e-05    1.41e-03      4.78e-02    5.09e-02    3.2e-07
 142500      6.12e-02    6.37e-02      4.06e-04    6.14e-04      5.29e-02    5.45e-02    3.2e-07
 142600      5.48e-02    5.26e-02      2.15e-04    4.92e-04      4.77e-02    4.51e-02    3.2e-07
 142700      4.52e-02    5.43e-02      3.62e-04    4.07e-06      3.89e-02    4.73e-02    3.2e-07
 142800      5.90e-02    5.47e-02      3.40e-04    1.63e-04      5.11e-02    4.76e-02    3.2e-07
 142900      5.97e-02    5.48e-02      3.71e-04    5.88e-04      5.17e-02    4.67e-02    3.2e-07
 143000      5.54e-02    5.93e-02      8.16e-06    6.79e-04      4.83e-02    5.03e-02    3.2e-07
 143100      5.49e-02    5.31e-02      1.11e-04    6.39e-05      4.78e-02    4.62e-02    3.2e-07
 143200      5.55e-02    5.77e-02      7.62e-04    1.34e-04      4.66e-02    5.03e-02    3.2e-07
 143300      5.74e-02    5.01e-02      5.81e-04    5.90e-04      4.91e-02    4.25e-02    3.2e-07
 143400      5.66e-02    4.54e-02      2.37e-04    2.75e-04      4.92e-02    3.93e-02    3.2e-07
 143500      5.46e-02    5.40e-02      1.60e-04    1.81e-05      4.76e-02    4.71e-02    3.2e-07
 143600      5.16e-02    5.94e-02      9.36e-05    1.20e-04      4.49e-02    5.18e-02    3.2e-07
 143700      6.05e-02    5.48e-02      1.85e-04    3.74e-04      5.26e-02    4.74e-02    3.2e-07
 143800      6.26e-02    5.93e-02      4.41e-04    5.14e-04      5.40e-02    5.10e-02    3.2e-07
 143900      5.55e-02    5.11e-02      2.71e-04    8.57e-05      4.81e-02    4.46e-02    3.2e-07
 144000      6.22e-02    6.07e-02      3.83e-04    9.22e-05      5.38e-02    5.29e-02    3.2e-07
 144100      5.75e-02    4.69e-02      5.03e-04    1.64e-04      4.94e-02    4.08e-02    3.2e-07
 144200      6.36e-02    5.47e-02      1.05e-03    5.10e-04      5.25e-02    4.69e-02    3.2e-07
 144300      5.60e-02    6.06e-02      1.29e-04    1.10e-04      4.88e-02    5.28e-02    3.2e-07
 144400      5.76e-02    6.73e-02      4.24e-04    1.16e-03      4.97e-02    5.52e-02    3.2e-07
 144500      5.40e-02    6.35e-02      2.43e-04    4.02e-04      4.69e-02    5.49e-02    3.2e-07
 144600      6.21e-02    6.01e-02      1.10e-03    1.06e-03      5.08e-02    4.91e-02    3.2e-07
 144700      4.75e-02    4.70e-02      2.24e-04    2.00e-04      4.12e-02    4.08e-02    3.2e-07
 144800      5.49e-02    5.61e-02      1.34e-04    5.28e-04      4.78e-02    4.80e-02    3.2e-07
 144900      5.59e-02    6.17e-02      7.42e-04    6.60e-04      4.71e-02    5.26e-02    3.2e-07
 145000      5.19e-02    5.76e-02      1.31e-04    6.63e-04      4.66e-02    5.05e-02    2.4e-07
 145100      5.71e-02    5.04e-02      3.30e-04    5.26e-04      5.10e-02    4.43e-02    2.4e-07
 145200      5.25e-02    5.60e-02      5.65e-04    4.99e-04      4.62e-02    4.96e-02    2.4e-07
 145300      5.55e-02    5.21e-02      1.90e-04    9.24e-05      4.98e-02    4.68e-02    2.4e-07
 145400      6.14e-02    5.53e-02      3.40e-04    2.51e-04      5.49e-02    4.95e-02    2.4e-07
 145500      6.24e-02    5.22e-02      1.19e-03    4.46e-05      5.21e-02    4.69e-02    2.4e-07
 145600      5.80e-02    5.43e-02      8.64e-04    3.06e-04      4.98e-02    4.85e-02    2.4e-07
 145700      5.42e-02    5.72e-02      8.92e-05    8.11e-04      4.87e-02    4.94e-02    2.4e-07
 145800      5.32e-02    5.21e-02      1.86e-04    2.79e-04      4.78e-02    4.66e-02    2.4e-07
 145900      6.05e-02    5.80e-02      9.50e-05    4.29e-04      5.44e-02    5.16e-02    2.4e-07
 146000      5.26e-02    4.91e-02      1.64e-04    1.54e-04      4.72e-02    4.41e-02    2.4e-07
 146100      6.22e-02    5.62e-02      8.11e-04    2.69e-04      5.40e-02    5.03e-02    2.4e-07
 146200      5.66e-02    5.81e-02      1.35e-04    1.07e-03      5.08e-02    4.87e-02    2.4e-07
 146300      4.06e-02    5.75e-02      1.30e-04    4.17e-04      3.64e-02    5.12e-02    2.4e-07
